SetID,Job Code,Eff Date,Sal End Date,Salary SetID,Sal Plan,Grade,Step,Biweekly High Rate,Biweekly Low Rate,Union Code,Extended Step,Pay Type
COMMN,0400,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,0400F,1,$9096.00,$9096.00,911,0,B
COMMN,0401,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,0401F,1,$9456.00,$9456.00,911,0,B
COMMN,0402,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,0402F,1,$9641.00,$9641.00,911,0,B
COMMN,0488,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,0488F,1,$7392.00,$7392.00,911,0,B
COMMN,0489,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,0489F,1,$7687.00,$7687.00,911,0,B
COMMN,0490,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,0490F,1,$7835.00,$7835.00,911,0,B
COMMN,0720,07/01/2009 12:00:00 AM,09/04/2009 12:00:00 AM,COMMN,SFM,0720F,1,$3794.62,$3794.62,257,0,B
COMMN,0881,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05475,1,$1326.00,$1607.00,2,0,B
COMMN,0882,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05625,1,$1425.00,$1727.00,2,0,B
COMMN,0883,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05775,1,$1532.00,$1858.00,2,0,B
COMMN,0884,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05925,1,$1646.00,$1999.00,2,0,B
COMMN,0885,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06075,1,$1769.00,$2151.00,2,0,B
COMMN,0886,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06215,1,$1895.00,$2303.00,2,0,B
COMMN,0887,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06365,1,$2038.00,$2478.00,2,0,B
COMMN,0888,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06515,1,$2194.00,$2666.00,2,0,B
COMMN,0889,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06665,1,$2360.00,$2868.00,2,0,B
COMMN,0890,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06825,1,$2551.00,$3101.00,2,0,B
COMMN,0891,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06975,1,$2745.00,$3337.00,2,0,B
COMMN,0892,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07125,1,$2953.00,$3589.00,2,0,B
COMMN,0901,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3187.00,$4067.00,2,0,B
COMMN,0902,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3418.00,$4362.00,2,0,B
COMMN,0903,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3689.00,$4708.00,2,0,B
COMMN,0904,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3957.00,$5051.00,2,0,B
COMMN,0905,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$4270.00,$5450.00,2,0,B
COMMN,0922,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3282.00,$4188.00,351,0,B
COMMN,0923,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3520.00,$4492.00,351,0,B
COMMN,0931,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3799.00,$4848.00,351,0,B
COMMN,0932,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$4075.00,$5200.00,351,0,B
COMMN,0933,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$4397.00,$5612.00,351,0,B
COMMN,0941,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$4717.00,$6019.00,351,0,B
COMMN,0942,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$5051.00,$6446.00,351,0,B
COMMN,0943,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$5722.00,$7303.00,351,0,B
COMMN,0951,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3282.00,$4188.00,351,0,B
COMMN,0952,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3799.00,$4848.00,351,0,B
COMMN,0953,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$4717.00,$6019.00,351,0,B
COMMN,0954,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$5368.00,$6851.00,351,0,B
COMMN,0955,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$5722.00,$7303.00,351,0,B
COMMN,0961,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$4075.00,$5200.00,351,0,B
COMMN,0962,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$5051.00,$6446.00,351,0,B
COMMN,0963,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$5368.00,$6851.00,351,0,B
COMMN,0964,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$6170.00,$7875.00,351,0,B
COMMN,0965,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$7668.00,$9787.00,351,0,B
COMMN,1002,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06100,1,$1791.00,$2178.00,21,0,B
COMMN,1003,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06380,1,$2053.00,$2496.00,21,0,B
COMMN,1004,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06570,1,$2252.00,$2737.00,21,0,B
COMMN,1005,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06790,1,$2507.00,$3047.00,21,0,B
COMMN,1011,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05850,1,$1588.00,$1927.00,21,0,B
COMMN,1012,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06420,1,$2094.00,$2545.00,21,0,B
COMMN,1013,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06720,1,$2424.00,$2946.00,21,0,B
COMMN,1014,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06970,1,$2737.00,$3327.00,21,0,B
COMMN,1021,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06430,1,$2104.00,$2557.00,21,0,B
COMMN,1022,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06830,1,$2557.00,$3108.00,21,0,B
COMMN,1023,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07230,1,$3108.00,$3777.00,21,0,B
COMMN,1024,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07380,1,$3346.00,$4067.00,21,0,B
COMMN,1031,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06430,1,$2104.00,$2557.00,21,0,B
COMMN,1032,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06830,1,$2557.00,$3108.00,21,0,B
COMMN,1033,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07230,1,$3108.00,$3777.00,21,0,B
COMMN,1041,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1041F,1,$3050.00,$3834.00,21,0,B
COMMN,1042,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1042F,1,$3376.00,$4247.00,21,0,B
COMMN,1043,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1043F,1,$3743.00,$4706.00,21,0,B
COMMN,1044,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1044F,1,$4025.00,$5062.00,21,11,B
COMMN,1051,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1051F,1,$2353.00,$2960.00,21,0,B
COMMN,1052,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1052F,1,$2722.00,$3427.00,21,0,B
COMMN,1053,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1053F,1,$3154.00,$3966.00,21,0,B
COMMN,1054,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1054F,1,$3652.00,$4592.00,21,0,B
COMMN,1061,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1061F,1,$2177.00,$2735.00,21,0,B
COMMN,1062,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1062F,1,$2353.00,$2960.00,21,0,B
COMMN,1063,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1063F,1,$2858.00,$3598.00,21,0,B
COMMN,1064,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1064F,1,$3326.00,$4185.00,21,0,B
COMMN,1070,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1070F,1,$4025.00,$5062.00,21,11,B
COMMN,1071,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1071F,1,$4221.00,$6011.00,351,0,B
COMMN,1073,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1073F,1,$5054.00,$7140.00,351,0,B
COMMN,1107,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07490,1,$3527.00,$4286.00,351,0,B
COMMN,1110,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1110F,1,$3282.00,$3989.00,351,6,B
COMMN,1117,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,09495,1,$9383.00,$11405.00,351,0,B
COMMN,1118,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07930,1,$4372.00,$5315.00,351,0,B
COMMN,1120,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08065,1,$4672.00,$5679.00,351,0,B
COMMN,1130,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06265,1,$1941.00,$2360.00,22,0,B
COMMN,1142,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07660,1,$3836.00,$4662.00,351,0,B
COMMN,1160,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07870,1,$4246.00,$5161.00,351,0,B
COMMN,1161,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07520,1,$3581.00,$4352.00,351,0,B
COMMN,1163,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07805,1,$4117.00,$5005.00,351,0,B
COMMN,1164,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,09190,1,$8081.00,$9822.00,351,0,B
COMMN,1190,07/01/2009 12:00:00 AM,09/04/2009 12:00:00 AM,COMMN,SFM,1190F,1,$9726.38,$9726.38,556,0,B
COMMN,1201,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06180,1,$1862.00,$2264.00,790,0,B
COMMN,1202,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05975,1,$1686.00,$2048.00,790,0,B
COMMN,1203,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06455,1,$2130.00,$2589.00,22,0,B
COMMN,1204,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06275,1,$1951.00,$2371.00,790,0,B
COMMN,1209,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06090,1,$1782.00,$2166.00,790,0,B
COMMN,1210,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06440,1,$2115.00,$2571.00,790,0,B
COMMN,1218,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06960,1,$2726.00,$3313.00,790,0,B
COMMN,1220,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06260,1,$1936.00,$2354.00,790,0,B
COMMN,1222,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06450,1,$2124.00,$2582.00,790,0,B
COMMN,1224,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06650,1,$2342.00,$2847.00,790,0,B
COMMN,1226,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06760,1,$2472.00,$3005.00,790,0,B
COMMN,1227,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06000,1,$1706.00,$2074.00,790,0,B
COMMN,1229,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1229F,1,$3556.00,$5283.00,1,0,H
COMMN,1231,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07350,1,$3295.00,$4006.00,22,0,B
COMMN,1232,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06930,1,$2685.00,$3263.00,21,0,B
COMMN,1233,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06865,1,$2602.00,$3162.00,22,0,B
COMMN,1237,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07180,1,$3035.00,$3689.00,351,0,B
COMMN,1241,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1241F,1,$2193.00,$3229.00,22,0,B
COMMN,1244,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07230,1,$3108.00,$3777.00,22,0,B
COMMN,1246,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1246F,1,$3689.00,$4484.00,22,6,B
COMMN,1248,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07750,1,$4006.00,$4869.00,351,0,B
COMMN,1270,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07510,1,$3566.00,$4334.00,351,0,B
COMMN,1272,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07750,1,$4006.00,$4869.00,351,0,B
COMMN,1280,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1280F,1,$2640.00,$3714.00,1,0,B
COMMN,1281,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1281F,1,$3387.00,$4766.00,1,0,B
COMMN,1282,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$3957.00,$5051.00,2,0,B
COMMN,1283,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$5209.00,$6648.00,2,0,B
COMMN,1293,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,00000,1,$5991.00,$7647.00,2,0,B
COMMN,1310,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06000,1,$1706.00,$2074.00,790,0,B
COMMN,1312,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06660,1,$2354.00,$2862.00,21,0,B
COMMN,1314,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07020,1,$2806.00,$3410.00,21,0,B
COMMN,1322,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06330,1,$2004.00,$2435.00,790,0,B
COMMN,1324,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06390,1,$2063.00,$2507.00,790,0,B
COMMN,1326,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06645,1,$2337.00,$2841.00,790,0,B
COMMN,1360,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05650,1,$1443.00,$1748.00,21,0,B
COMMN,1361,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05800,1,$1550.00,$1881.00,21,0,B
COMMN,1362,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05950,1,$1666.00,$2023.00,21,0,B
COMMN,1363,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06100,1,$1791.00,$2178.00,21,0,B
COMMN,1364,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06250,1,$1927.00,$2342.00,21,0,B
COMMN,1365,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06390,1,$2063.00,$2507.00,21,0,B
COMMN,1366,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06540,1,$2221.00,$2700.00,21,0,B
COMMN,1367,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06690,1,$2388.00,$2902.00,21,0,B
COMMN,1368,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06840,1,$2571.00,$3126.00,21,0,B
COMMN,1369,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07000,1,$2779.00,$3378.00,21,0,B
COMMN,1370,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07150,1,$2989.00,$3633.00,21,0,B
COMMN,1371,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07300,1,$3217.00,$3910.00,21,0,B
COMMN,1372,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07435,1,$3436.00,$4176.00,351,0,B
COMMN,1373,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07585,1,$3696.00,$4492.00,351,0,B
COMMN,1374,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07735,1,$3978.00,$4835.00,351,0,B
COMMN,1375,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,07885,1,$4278.00,$5200.00,351,0,B
COMMN,1376,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08035,1,$4604.00,$5597.00,351,0,B
COMMN,1377,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08185,1,$4952.00,$6019.00,351,0,B
COMMN,1378,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08320,1,$5291.00,$6431.00,351,0,B
COMMN,1379,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08450,1,$5636.00,$6851.00,351,0,B
COMMN,1380,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08580,1,$6008.00,$7303.00,351,0,B
COMMN,1381,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,08730,1,$6461.00,$7853.00,351,0,B
COMMN,1402,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05580,1,$1394.00,$1690.00,790,0,B
COMMN,1403,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05965,1,$1678.00,$2038.00,790,0,B
COMMN,1404,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05755,1,$1517.00,$1840.00,790,0,B
COMMN,1406,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05830,1,$1573.00,$1909.00,790,0,B
COMMN,1408,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06400,1,$2074.00,$2521.00,790,0,B
COMMN,1410,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06680,1,$2377.00,$2890.00,790,0,B
COMMN,1422,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05650,1,$1443.00,$1748.00,790,0,B
COMMN,1424,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05835,1,$1577.00,$1914.00,790,0,B
COMMN,1426,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06025,1,$1727.00,$2099.00,790,0,B
COMMN,1428,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06150,1,$1835.00,$2230.00,250,0,B
COMMN,1429,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05980,1,$1690.00,$2053.00,250,0,B
COMMN,1430,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06025,1,$1727.00,$2099.00,790,0,B
COMMN,1431,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06230,1,$1909.00,$2319.00,250,0,B
COMMN,1432,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06225,1,$1904.00,$2314.00,790,0,B
COMMN,1434,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,1434F,1,$1658.00,$2115.00,856,0,B
COMMN,1435,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06130,1,$1818.00,$2209.00,790,0,B
COMMN,1436,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05935,1,$1654.00,$2009.00,790,0,B
COMMN,1437,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06010,1,$1714.00,$2084.00,790,0,B
COMMN,1440,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06150,1,$1835.00,$2230.00,790,0,B
COMMN,1441,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06230,1,$1909.00,$2319.00,790,0,B
COMMN,1444,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,05925,1,$1646.00,$1999.00,790,0,B
COMMN,1446,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06225,1,$1904.00,$2314.00,790,0,B
COMMN,1450,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06400,1,$2074.00,$2521.00,790,0,B
COMMN,1452,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06680,1,$2377.00,$2890.00,22,0,B
COMMN,1454,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06850,1,$2582.00,$3138.00,22,0,B
COMMN,1458,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06530,1,$2209.00,$2685.00,790,0,B
COMMN,1460,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06680,1,$2377.00,$2890.00,790,0,B
COMMN,1464,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06450,1,$2124.00,$2582.00,790,0,B
COMMN,1466,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06250,1,$1927.00,$2342.00,38,0,B
COMMN,1468,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06095,1,$1787.00,$2172.00,790,0,B
COMMN,1470,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06120,1,$1809.00,$2199.00,790,0,B
COMMN,1471,07/01/2009 12:00:00 AM,06/30/2010 12:00:00 AM,COMMN,SFM,06055,1,$1752.00,$2130.00,790,0,B
